brand,model,category,size,storage,color,price,source,webpage,condition,date,article_number,reviews_count,rating,camera_MP,delivery_time
SAMSUNG,Galaxy S23 FE ,Smartphone,6.4,128 GB,Cream,619.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216485.html,new,2024-04-15,2216485,(2),3.0,50 MP,Auslieferung in 1-2 Werktagen
SAMSUNG,Galaxy S23 FE ,Smartphone,6.4,128 GB,Mint,599.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216483.html,new,2024-04-15,2216483,(2),3.0,50 MP,Auslieferung in 1-2 Werktagen
XIAOMI,13T Pro ,Smartphone,6.67,1 TB,Black,893.,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-13t-pro-2203276.html,new,2024-04-15,2203276,(0),,50 MP,Auslieferung in bis zu 7 Werktagen
SAMSUNG,Galaxy S23 FE ,Smartphone,6.4,128 GB,Purple,599.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216484.html,new,2024-04-15,2216484,(3),3.7,50 MP,Auslieferung in 1-2 Werktagen
SAMSUNG,Galaxy S23 FE ,Smartphone,6.4,256 GB,Purple,629.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216489.html,new,2024-04-15,2216489,(3),3.7,50 MP,Auslieferung in 1-4 Werktagen
MOTOROLA,Moto G32 ,Smartphone,6.5,128 GB,Mineral Grey,174.95,mediamarkt,https://www.mediamarkt.ch/de/product/_motorola-moto-g32-2161925.html,new,2024-04-15,2161925,(0),,50 MP,Auslieferung in bis zu 7 Werktagen
APPLE,iPhone 14 ,Smartphone,6.1,512 GB,Midnight,931.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151035.html,new,2024-04-15,2151035,(0),,12 MP,Auslieferung in 1-2 Werktagen
SAMSUNG,Galaxy A25 5G ,Smartphone,6.5,128 GB,Yellow,269.95,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a25-5g-2216507.html,new,2024-04-15,2216507,(6),4.7,50 MP,"Bestellbar, Auslieferung in 1-2 Werktagen"
APPLE,iPhone 14 ,Smartphone,6.1,256 GB,"256 GB, (PRODUCT)RED",729.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151033.html,new,2024-04-15,2151033,(5),5.0,12 MP,Auslieferung in 1-2 Werktagen
INOI,A62 ,Smartphone,6.1,64 GB,Schwarz,89.95,mediamarkt,https://www.mediamarkt.ch/de/product/_inoi-a62-2190679.html,new,2024-04-15,2190679,(0),,13 MP,"Bestellbar, Auslieferung in 1-2 Werktagen"
INOI,A72 ,Smartphone,6.5,64 GB,Violett,121.95,mediamarkt,https://www.mediamarkt.ch/de/product/_inoi-a72-2190692.html,new,2024-04-15,2190692,(0),,13 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
INOI,A72 ,Smartphone,6.5,64 GB,Grau,116.95,mediamarkt,https://www.mediamarkt.ch/de/product/_inoi-a72-2190691.html,new,2024-04-15,2190691,(0),,13 MP,Auslieferung in bis zu 7 Werktagen
DORO,8200 PLUS ,Smartphone,6.1,64 GB,Dunkelblau,283.95,mediamarkt,https://www.mediamarkt.ch/de/product/_doro-8200-plus-2198411.html,new,2024-04-15,2198411,(0),,16 MP,Auslieferung in bis zu 7 Werktagen
DORO,8200 ,Smartphone,6.1,64 GB,Dunkelblau,280.95,mediamarkt,https://www.mediamarkt.ch/de/product/_doro-8200-2198408.html,new,2024-04-15,2198408,(0),,16 MP,Auslieferung in bis zu 7 Werktagen
APPLE,iPhone 13 ,Smartphone,6.1,256 GB,Pink,649.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091355.html,new,2024-04-15,2091355,(0),,12 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
APPLE,iPhone 13 ,Smartphone,6.1,256 GB,"256 GB, (PRODUCT)RED",625.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2091356.html,new,2024-04-15,2091356,(0),,12 MP,"Bestellbar, Auslieferung in 1-2 Werktagen"
XIAOMI,Redmi Note 13 Pro+ 5G ,Smartphone,6.67,512 GB,Moonlight White,446.95,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220880.html,new,2024-04-15,2220880,(1),2.0,200 MP,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
NOKIA,X30 5G ,Smartphone,6.43,128 GB,Ice White,408.95,mediamarkt,https://www.mediamarkt.ch/de/product/_nokia-x30-5g-2161084.html,new,2024-04-15,2161084,(2),3.5,50 MP,Auslieferung in bis zu 7 Werktagen
XIAOMI,Redmi Note 13 Pro+ 5G ,Smartphone,6.67,512 GB,Aurora Purple,424.95,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220881.html,new,2024-04-15,2220881,(2),4.0,200 MP,Auslieferung in 1-2 Werktagen
APPLE,iPhone 12 ,Smartphone,6.1,128 GB,Purple,529.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2066507.html,new,2024-04-15,2066507,(8),4.8,12 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
XIAOMI,Redmi Note 13 Pro+ 5G ,Smartphone,6.67,256 GB,Moonlight White,399.95,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220883.html,new,2024-04-15,2220883,(0),,200 MP,Auslieferung in bis zu 7 Werktagen
XIAOMI,Redmi Note 13 Pro 5G ,Smartphone,6.67,256 GB,Aurora Purple,339.95,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220899.html,new,2024-04-15,2220899,(0),,200 MP,Auslieferung in 1-2 Werktagen
APPLE,iPhone 11 (2020) ,Smartphone,6.1,64 GB,White,399.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-11-2020-2028719.html,new,2024-04-15,2028719,(24),4.8,12 MP,Auslieferung in 1-2 Werktagen
XIAOMI,Redmi Note 13 Pro+ 5G ,Smartphone,6.67,256 GB,Aurora Purple,399.95,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-pro-5g-2220884.html,new,2024-04-15,2220884,(0),,200 MP,Auslieferung in bis zu 6 Werktagen
SAMSUNG,Galaxy S24 ,Smartphone,6.2,256 GB,Onyx Black,899.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220723.html,new,2024-04-15,2220723,(295),4.5,50 MP,Auslieferung in 1-4 Werktagen
XIAOMI,Redmi 12 ,Smartphone,6.79,256 GB,Sky Blue,204.95,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12-2203272.html,new,2024-04-15,2203272,(1),5.0,50 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
SAMSUNG,Galaxy S24 ,Smartphone,6.2,256 GB,Cobalt Violet,899.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220725.html,new,2024-04-15,2220725,(296),4.5,50 MP,"Bestellbar, Auslieferung in 1-2 Werktagen"
APPLE,iPhone 12 ,Smartphone,6.1,128 GB,Green,529.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-12-2028661.html,new,2024-04-15,2028661,(4),4.8,12 MP,Auslieferung in bis zu 7 Werktagen
APPLE,iPhone SE (2022) ,Smartphone,4.7,256 GB,Midnight,579.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-se-2022-2118906.html,new,2024-04-15,2118906,(2),5.0,12 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
APPLE,iPhone 15 Plus ,Smartphone,6.7,512 GB,Yellow,1123.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203400.html,new,2024-04-15,2203400,(0),,48 MP,Auslieferung in 1-2 Werktagen
APPLE,iPhone 15 ,Smartphone,6.1,512 GB,Pink,1029.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-15-2203383.html,new,2024-04-15,2203383,(0),,48 MP,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
APPLE,iPhone 15 ,Smartphone,6.1,512 GB,Blue,1045.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-15-2203386.html,new,2024-04-15,2203386,(2),5.0,48 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
GOOGLE,Pixel 8 ,Smartphone,6.2,128 GB,Obsidian,653.,mediamarkt,https://www.mediamarkt.ch/de/product/_google-pixel-8-2214716.html,new,2024-04-15,2214716,(26),4.5,50 MP,Auslieferung in 1-2 Werktagen
XIAOMI,13 Pro ,Smartphone,6.73,256 GB,Ceramic White,1225.,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-13-pro-2175506.html,new,2024-04-15,2175506,(0),,50 MP,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
APPLE,iPhone 15 Plus ,Smartphone,6.7,512 GB,Black,1123.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203398.html,new,2024-04-15,2203398,(0),,48 MP,Auslieferung in 1-2 Werktagen
APPLE,iPhone 15 Plus ,Smartphone,6.7,128 GB,Pink,843.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203389.html,new,2024-04-15,2203389,(4),5.0,48 MP,"Bestellbar, Auslieferung in 1-2 Werktagen"
EMPORIA,JOY,Klapphandy,,,EMPORIA JOY- LTE (4G) - Klapphandy (Schwarz,89.95,mediamarkt,https://www.mediamarkt.ch/de/product/_emporia-joy-lte-4g-2114079.html,new,2024-04-15,2114079,(0),,2 MP,"Bestellbar, Auslieferung in 1-2 Werktagen"
MOTOROLA,Moto G82 5G ,Smartphone,6.6,128 GB,Meteorite Gray,322.95,mediamarkt,https://www.mediamarkt.ch/de/product/_motorola-moto-g82-5g-2134534.html,new,2024-04-15,2134534,(0),,50 MP,Auslieferung in bis zu 7 Werktagen
XIAOMI,Redmi Note 12 4G ,Smartphone,6.67,64 GB,Onyx Gray,178.95,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-4g-2195956.html,new,2024-04-15,2195956,(0),,50 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
MOTOROLA,Moto G22 ,Smartphone,6.5,64 GB,Cosmic Black,204.95,mediamarkt,https://www.mediamarkt.ch/de/product/_motorola-moto-g22-2134530.html,new,2024-04-15,2134530,(0),,50 MP,Auslieferung in bis zu 7 Werktagen
MOTOROLA,Moto G30 ,Smartphone,6.5,128 GB,Dark Pearl,259.95,mediamarkt,https://www.mediamarkt.ch/de/product/_motorola-moto-g30-2076214.html,new,2024-04-15,2076214,(0),,64 MP,Auslieferung in bis zu 7 Werktagen
OPPO,A58 ,Smartphone,6.72,128 GB,Dazzling Green,129.70,mediamarkt,https://www.mediamarkt.ch/de/product/_oppo-a58-2202444.html,new,2024-04-15,2202444,(0),,50 MP,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
SAMSUNG,Galaxy S24+ ,Smartphone,6.7,512 GB,Amber Yellow,1149.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220718.html,new,2024-04-15,2220718,(210),4.5,50 MP,Das Produkt ist online ausverkauft.
CROSSCALL,STELLAR,Smartphone,6.497,128 GB,Schwarz,896.,mediamarkt,https://www.mediamarkt.ch/de/product/_crosscall-stellar-x5-2219743.html,new,2024-04-15,2219743,(0),,50 MP,Auslieferung in bis zu 7 Werktagen
SAMSUNG,Galaxy S23 ,Smartphone,6.1,128 GB,Lavender,629.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167349.html,new,2024-04-15,2167349,(271),4.4,50 MP,Auslieferung in 1-2 Werktagen
SAMSUNG,Galaxy S22 Ultra 5G ,Smartphone,6.8,256 GB,Phantom Black,947.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s22-ultra-5g-2109393.html,new,2024-04-15,2109393,(148),4.3,108 MP,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
XIAOMI,Redmi Note 12 Pro 5G ,Smartphone,6.67,128 GB,Polar White,356.95,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-12-pro-5g-2215826.html,new,2024-04-15,2215826,(0),,50 MP,Auslieferung in bis zu 7 Werktagen
MOTOROLA,Edge 20 Pro ,Smartphone,6.7,256 GB,Blue Vegan Leather,533.,mediamarkt,https://www.mediamarkt.ch/de/product/_motorola-edge-20-pro-2095383.html,new,2024-04-15,2095383,(0),,108 MP,Auslieferung in bis zu 7 Werktagen
SAMSUNG,Galaxy S23 ,Smartphone,6.1,128 GB,Cream,629.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167340.html,new,2024-04-15,2167340,(336),4.4,50 MP,"Bestellbar, Auslieferung in 1-2 Werktagen"
XIAOMI,Redmi 12C ,Smartphone,6.71,64 GB,Mint Green,133.95,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12c-2178005.html,new,2024-04-15,2178005,(4),5.0,50 MP,Auslieferung in bis zu 7 Werktagen
XIAOMI,Redmi 12C ,Smartphone,6.71,64 GB,Graphite Gray,133.95,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12c-2178006.html,new,2024-04-15,2178006,(6),3.8,50 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
XIAOMI,Redmi 12C ,Smartphone,6.71,64 GB,Ocean Blue,133.95,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-12c-2178007.html,new,2024-04-15,2178007,(4),5.0,50 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
SAMSUNG,Galaxy A35 5G ,Smartphone,6.6,256 GB,Awesome Iceblue,419.95,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a35-5g-2242300.html,new,2024-04-15,2242300,(1),5.0,50 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
SAMSUNG,Galaxy S24+ ,Smartphone,6.7,256 GB,Marble Grey,949.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220720.html,new,2024-04-15,2220720,(210),4.5,50 MP,Auslieferung in 1-2 Werktagen
SAMSUNG,Galaxy S23+ ,Smartphone,6.6,512 GB,Phantom Black,849.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167378.html,new,2024-04-15,2167378,(156),4.6,50 MP,Auslieferung in 1-2 Werktagen
XIAOMI,Redmi Note 13 4G ,Smartphone,6.67,128 GB,Ice Blue,178.95,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-note-13-4g-2220887.html,new,2024-04-15,2220887,(3),3.0,108 MP,Auslieferung in bis zu 7 Werktagen
SAMSUNG,Galaxy Z Flip5 ,Smartphone,6.7,256 GB,Graphite,1011.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-flip5-2193030.html,new,2024-04-15,2193030,(55),4.5,12 MP,Auslieferung in bis zu 7 Werktagen
SAMSUNG,Galaxy Z Fold4 ,Smartphone,7.6,256 GB,Phantom Black,1837.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold4-2141921.html,new,2024-04-15,2141921,(55),4.1,50 MP,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
EMPORIA,SMART.5mini ,Smartphone,4.95,64 GB,Schwarz,178.95,mediamarkt,https://www.mediamarkt.ch/de/product/_emporia-smart-5mini-2192175.html,new,2024-04-15,2192175,(0),,13 MP,Auslieferung in bis zu 7 Werktagen
SAMSUNG,Galaxy Z Fold5 ,Smartphone,7.6,256 GB,Icy Blue,1629.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold5-2193040.html,new,2024-04-15,2193040,(49),4.3,50 MP,Auslieferung in bis zu 7 Werktagen
SAMSUNG,Galaxy Z Flip5 ,Smartphone,6.7,256 GB,Mint,1011.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-flip5-2193032.html,new,2024-04-15,2193032,(55),4.5,12 MP,Auslieferung in bis zu 7 Werktagen
SAMSUNG,Galaxy Z Fold5 ,Smartphone,7.6,256 GB,Phantom Black,1799.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold5-2193037.html,new,2024-04-15,2193037,(48),4.3,50 MP,Auslieferung in bis zu 7 Werktagen
NOKIA,C21 Plus ,Smartphone,6.517,32 GB,Dark Cyan,84.70,mediamarkt,https://www.mediamarkt.ch/de/product/_nokia-c21-plus-2127663.html,new,2024-04-15,2127663,(1),5.0,13 MP,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
SAMSUNG,Galaxy Z Fold5 ,Smartphone,7.6,256 GB,Cream,1799.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold5-2193038.html,new,2024-04-15,2193038,(48),4.3,50 MP,Auslieferung in bis zu 7 Werktagen
SAMSUNG,Galaxy Z Fold5 ,Smartphone,7.6,512 GB,Cream,1899.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold5-2193042.html,new,2024-04-15,2193042,(49),4.3,50 MP,Auslieferung in 1-2 Werktagen
SAMSUNG,Galaxy Z Fold5 ,Smartphone,7.6,512 GB,Phantom Black,1710.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-z-fold5-2193041.html,new,2024-04-15,2193041,(48),4.3,50 MP,Auslieferung in 1-2 Werktagen
ONE,PLUS Nord CE 3 Lite 5G ,Smartphone,6.72,128 GB,Chromatic Gray,313.95,mediamarkt,https://www.mediamarkt.ch/de/product/_one-plus-nord-ce-3-lite-5g-2180208.html,new,2024-04-15,2180208,(1),5.0,108 MP,Auslieferung in 1-2 Werktagen
ONE,PLUS Nord CE 3 Lite 5G ,Smartphone,6.72,128 GB,Pastel Lime,314.95,mediamarkt,https://www.mediamarkt.ch/de/product/_one-plus-nord-ce-3-lite-5g-2180209.html,new,2024-04-15,2180209,(0),,108 MP,Auslieferung in bis zu 6 Werktagen
DORO,6880 ,Klapphandy,,,DORO 6880 - Klapphandy (Schwarz/Weiss,92.95,mediamarkt,https://www.mediamarkt.ch/de/product/_doro-6880-2119156.html,new,2024-04-15,2119156,(0),,2 MP,Auslieferung in bis zu 7 Werktagen
DORO,6880 ,Klapphandy,,,DORO 6880 - Klapphandy (Rot/Weiss,99.95,mediamarkt,https://www.mediamarkt.ch/de/product/_doro-6880-2119157.html,new,2024-04-15,2119157,(0),,2 MP,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
DORO,5860 ,Mobiltelefon,,,DORO 5860 - Mobiltelefon (Schwarz/Weiss,77.95,mediamarkt,https://www.mediamarkt.ch/de/product/_doro-5860-2119150.html,new,2024-04-15,2119150,(1),1.0,2 MP,Auslieferung in bis zu 7 Werktagen
DORO,5860 ,Mobiltelefon,,,DORO 5860 - Mobiltelefon (Grau,79.95,mediamarkt,https://www.mediamarkt.ch/de/product/_doro-5860-2119151.html,new,2024-04-15,2119151,(1),4.0,2 MP,Auslieferung in bis zu 7 Werktagen
WIKO,Y52 ,Smartphone,,16 GB,Deep Blue,49.70,mediamarkt,https://www.mediamarkt.ch/de/product/_wiko-y52-2127285.html,new,2024-04-15,2127285,(2),1.5,5 MP,Der Artikel ist nicht mehr verfügbar. Prüfen Sie die Marktverfügbarkeit
SAMSUNG,Galaxy A34 5G ,Smartphone,6.6,128 GB,Awesome Graphite,320.95,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a34-5g-2173976.html,new,2024-04-15,2173976,(217),4.3,48 MP,"Bestellbar, Auslieferung in 1-2 Werktagen"
DORO,8100 PLUS ,Smartphone,6.1,32 GB,Graphit,242.,mediamarkt,https://www.mediamarkt.ch/de/product/_doro-8100-plus-2119149.html,new,2024-04-15,2119149,(0),,13 MP,Auslieferung in 1-2 Werktagen
XIAOMI,Redmi 13C ,Smartphone,6.74,256 GB,Navy Blue,160.95,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-13c-2219845.html,new,2024-04-15,2219845,(0),,50 MP,Auslieferung in bis zu 7 Werktagen
NOKIA,C32 ,Smartphone,6.517,64 GB,Charcoal,129.95,mediamarkt,https://www.mediamarkt.ch/de/product/_nokia-c32-2181891.html,new,2024-04-15,2181891,(0),,50 MP,Auslieferung in 1-2 Werktagen
APPLE,iPhone 14 Plus ,Smartphone,6.7,128 GB,Blue,729.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151044.html,new,2024-04-15,2151044,(6),5.0,12 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
FAIRPHONE,4 5G ,Smartphone,6.3,128 GB,Grau,449.95,mediamarkt,https://www.mediamarkt.ch/de/product/_fairphone-4-5g-2093552.html,new,2024-04-15,2093552,(4),4.0,48 MP,Auslieferung in bis zu 7 Werktagen
APPLE,iPhone 14 Plus ,Smartphone,6.7,256 GB,Midnight,829.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151045.html,new,2024-04-15,2151045,(5),5.0,12 MP,Auslieferung in bis zu 7 Werktagen
SAMSUNG,Galaxy A54 5G ,Smartphone,6.4,256 GB,Awesome Graphite,449.95,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a54-5g-2176862.html,new,2024-04-15,2176862,(320),4.4,50 MP,Auslieferung in 1-2 Werktagen
APPLE,iPhone 14 Plus ,Smartphone,6.7,512 GB,Blue,1026.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151054.html,new,2024-04-15,2151054,(2),5.0,12 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
APPLE,iPhone 14 Plus ,Smartphone,6.7,128 GB,"128 GB, (PRODUCT)RED",729.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151043.html,new,2024-04-15,2151043,(3),5.0,12 MP,Auslieferung in 1-2 Werktagen
XIAOMI,13T Pro ,Smartphone,6.67,512 GB,Meadow Green,804.,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-13t-pro-2203281.html,new,2024-04-15,2203281,(3),2.3,50 MP,Auslieferung in bis zu 7 Werktagen
XIAOMI,13T Pro ,Smartphone,6.67,512 GB,Black,763.,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-13t-pro-2203279.html,new,2024-04-15,2203279,(3),4.3,50 MP,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
XIAOMI,Redmi A2 ,Smartphone,6.52,32 GB,Hellblau,88.95,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-a2-2178003.html,new,2024-04-15,2178003,(6),4.2,8 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
SAMSUNG,Galaxy S23 FE ,Smartphone,6.4,128 GB,Graphite,619.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216482.html,new,2024-04-15,2216482,(2),3.0,50 MP,Auslieferung in 1-2 Werktagen
DORO,8050 (mit Ladestation + Handyhülle) ,Smartphone,5.45,16 GB,Schwarz/Blau,229.70,mediamarkt,https://www.mediamarkt.ch/de/product/_doro-8050-mit-ladestation-handyh%C3%BClle-1980442.html,new,2024-04-15,1980442,(0),,13 MP,Auslieferung in 1-2 Werktagen
XIAOMI,13T Pro ,Smartphone,6.67,512 GB,Alpine Blue,804.,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-13t-pro-2203282.html,new,2024-04-15,2203282,(1),5.0,50 MP,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
APPLE,iPhone 14 Plus ,Smartphone,6.7,512 GB,"512 GB, (PRODUCT)RED",1026.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151053.html,new,2024-04-15,2151053,(2),5.0,12 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
XIAOMI,13T ,Smartphone,6.67,256 GB,Alpine Blue,580.,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-13t-2203285.html,new,2024-04-15,2203285,(0),,50 MP,"Wir bestellen für Sie den Artikel direkt beim Lieferanten. Sobald der Artikel verfügbar ist, werden Sie per E-Mail informiert."
APPLE,iPhone 14 Plus ,Smartphone,6.7,512 GB,Deep Purple,1026.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151052.html,new,2024-04-15,2151052,(2),5.0,12 MP,Auslieferung in bis zu 7 Werktagen
XIAOMI,13T ,Smartphone,6.67,256 GB,Meadow Green,580.,mediamarkt,https://www.mediamarkt.ch/de/product/_xiaomi-13t-2203284.html,new,2024-04-15,2203284,(3),4.3,50 MP,Auslieferung in bis zu 7 Werktagen
ONE,PLUS 11 5G ,Smartphone,6.7,256 GB,Titan Black,829.,mediamarkt,https://www.mediamarkt.ch/de/product/_one-plus-11-5g-2171795.html,new,2024-04-15,2171795,(1),5.0,50 MP,Auslieferung in 1-2 Werktagen
APPLE,iPhone 14 Plus ,Smartphone,6.7,512 GB,Starlight,1026.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151051.html,new,2024-04-15,2151051,(2),5.0,12 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
ONE,PLUS 11 5G ,Smartphone,6.7,128 GB,Titan Black,792.,mediamarkt,https://www.mediamarkt.ch/de/product/_one-plus-11-5g-2171793.html,new,2024-04-15,2171793,(0),,50 MP,Auslieferung in bis zu 7 Werktagen
APPLE,iPhone 14 ,Smartphone,6.1,512 GB,Blue,931.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151039.html,new,2024-04-15,2151039,(1),5.0,12 MP,Auslieferung in 1-2 Werktagen
SAMSUNG,Galaxy S23 FE ,Smartphone,6.4,256 GB,Mint,620.,mediamarkt,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216488.html,new,2024-04-15,2216488,(2),3.0,50 MP,Auslieferung in bis zu 7 Werktagen
APPLE,iPhone 14 ,Smartphone,6.1,512 GB,Purple,931.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151037.html,new,2024-04-15,2151037,(0),,12 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
APPLE,iPhone 14 ,Smartphone,6.1,512 GB,"512 GB, (PRODUCT)RED",931.,mediamarkt,https://www.mediamarkt.ch/de/product/_apple-iphone-14-2151038.html,new,2024-04-15,2151038,(0),,12 MP,Aktuell nicht lieferbar und kein Liefertermin vorhanden. Alle Angaben ohne Gewähr.
