brand,model,size,storage,color,rating,reviews_count,delivery_time,price,webpage,source,camera_MP,date
apple,iphone 14 plus,6.7,128 GB,starlight,5.0,5,7.0,729.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151041.html,mediamarkt,12.0,2024-04-15
samsung,galaxy s23 fe,6.4,256 GB,graphite,3.0,2,2.0,629.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-fe-2216487.html,mediamarkt,50.0,2024-04-15
samsung,galaxy s23+,6.6,256 GB,lavender,4.6,155,10.0,699.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-2167373.html,mediamarkt,50.0,2024-04-15
samsung,galaxy s24,6.2,128 GB,marble grey,4.5,295,2.0,749.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-2220728.html,mediamarkt,50.0,2024-04-15
apple,iphone 13,6.1,256 GB,green,5.0,1,2.0,629.0,https://www.mediamarkt.ch/de/product/_apple-iphone-13-2118878.html,mediamarkt,12.0,2024-04-15
apple,iphone se (2022),4.7,64 GB,starlight,5.0,6,6.0,383.95,https://www.mediamarkt.ch/de/product/_apple-iphone-se-2022-2118898.html,mediamarkt,12.0,2024-04-15
google,pixel 8 pro,6.7,128 GB,obsidian,4.5,11,,921.0,https://www.mediamarkt.ch/de/product/_google-pixel-8-pro-2214719.html,mediamarkt,50.0,2024-04-15
apple,iphone 15 plus,6.7,256 GB,green,0.0,0,4.0,929.0,https://www.mediamarkt.ch/de/product/_apple-iphone-15-plus-2203397.html,mediamarkt,48.0,2024-04-15
samsung,xcover6 pro enterprise edition,6.6,128 GB,black,3.0,2,,412.95,https://www.mediamarkt.ch/de/product/_samsung-xcover6-pro-enterprise-edition-2140676.html,mediamarkt,50.0,2024-04-15
samsung,galaxy s24 ultra,6.8,512 GB,titanium yellow,4.7,881,7.0,1399.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-ultra-2220736.html,mediamarkt,200.0,2024-04-15
samsung,galaxy s23 ultra,6.8,512 GB,cream,4.6,604,2.0,887.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-ultra-2167388.html,mediamarkt,200.0,2024-04-15
samsung,galaxy s24 ultra,6.8,1 TB,titanium grey,4.7,881,2.0,1599.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s24-ultra-2220714.html,mediamarkt,200.0,2024-04-15
samsung,galaxy a35 5g,6.6,128 GB,awesome iceblue,0.0,0,4.0,359.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-a35-5g-2237045.html,mediamarkt,50.0,2024-04-15
samsung,galaxy s23 ultra,6.8,256 GB,phantom black,0.0,0,,847.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-ultra-2167385.html,mediamarkt,,2024-04-15
samsung,galaxy s23 ultra,6.8,256 GB,green,4.6,605,2.0,767.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-s23-ultra-2167382.html,mediamarkt,200.0,2024-04-15
xiaomi,redmi 13c,6.74,256 GB,midnight black,0.0,0,2.0,152.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-13c-2219846.html,mediamarkt,50.0,2024-04-15
xiaomi,redmi 13c,6.74,256 GB,clover green,0.0,0,7.0,152.95,https://www.mediamarkt.ch/de/product/_xiaomi-redmi-13c-2219847.html,mediamarkt,50.0,2024-04-15
fairphone,5 5g,6.46,256 GB,matte black,4.3,4,2.0,610.0,https://www.mediamarkt.ch/de/product/_fairphone-5-5g-2195005.html,mediamarkt,50.0,2024-04-15
apple,iphone 14 plus,6.7,128 GB,purple,5.0,7,2.0,729.0,https://www.mediamarkt.ch/de/product/_apple-iphone-14-plus-2151042.html,mediamarkt,12.0,2024-04-15
samsung,galaxy xcover 5 enterprise edition,5.3,64 GB,black,3.3,18,2.0,206.0,https://www.mediamarkt.ch/de/product/_samsung-galaxy-xcover-5-enterprise-edition-2060202.html,mediamarkt,16.0,2024-04-15
